id;nom;metier;ville;sud_est;taille;groupe;derniere_commande;jours_depuis_derniere_commande;panier_moyen_eur;commandes_12_mois;clients_finaux;a_achete_tshirts_ete_2025;clientele_exposee;opposition_prospection;dans_la_cible
R0617;Imprimerie Hélice Nîmes;imprimeur;Nîmes;oui;petit;dormant;2025-10-24;220;172;17;"collectivités ; entreprises";oui;non;non;non
R0618;Studio Perspective Amiens;agence;Amiens;non;moyen;actif;2026-05-25;7;575;97;"clubs sportifs ; entreprises";oui;oui;non;non
R0619;Atelier Sarment Rennes;sérigraphe;Rennes;non;grand;actif;2026-05-22;10;1904;145;"collectivités ; entreprises";oui;non;non;non
R0620;Maison Loire Namur;brodeur;Namur;non;petit;actif;2026-05-17;15;252;59;"festivals ; entreprises";oui;oui;non;non
R0621;Marquage Trait d'Union Arras;sérigraphe;Arras;non;moyen;actif;2026-05-29;3;828;82;"entreprises ; festivals";oui;oui;non;non
R0622;Marquage Nacre;sérigraphe;Le Mans;non;moyen;dormant;2026-01-09;143;583;56;"collectivités ; entreprises";oui;non;non;non
R0623;Les Fils d'Estuaire;brodeur;Tours;non;petit;actif;2026-05-22;10;222;59;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R0624;Collectif Calanque;agence;Saint-Étienne;oui;moyen;dormant;2026-02-11;110;647;44;"collectivités ; associations";oui;non;non;non
R0625;Collectif Alizé;agence;Genève;oui;moyen;actif;2026-05-27;5;490;62;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R0626;Maison Faubourg Bruxelles;brodeur;Bruxelles;non;grand;dormant;2026-02-10;111;2119;132;"collectivités ; brasseries et bars";oui;oui;non;oui
R0627;Imprimerie Mistral;imprimeur;Nîmes;oui;petit;actif;2026-05-31;1;164;38;"brasseries et bars ; entreprises";oui;oui;non;non
R0628;Textiprint Ardoise Angers;imprimeur;Angers;non;petit;dormant;2026-01-29;123;340;21;"entreprises ; brasseries et bars";oui;oui;non;non
R0629;Agence Ocre Orléans;agence;Orléans;non;petit;actif;2026-05-30;2;230;40;"festivals ; entreprises";oui;oui;non;non
R0630;Imprimerie Ocre;imprimeur;Grenoble;oui;grand;actif;2026-05-24;8;1519;148;"festivals ; collectivités";oui;oui;non;oui
R0631;Imprimerie Ubac;imprimeur;Nancy;non;petit;actif;2026-05-27;5;306;35;"brasseries et bars ; collectivités";oui;oui;non;non
R0632;Sérigraphie Mistral Bilbao;sérigraphe;Bilbao;non;moyen;dormant;2025-07-04;332;1013;8;"collectivités ; associations";oui;non;non;non
R0633;Imprim'Zénith Marseille;sérigraphe;Marseille;oui;moyen;actif;2026-05-24;8;703;118;"festivals ; brasseries et bars";oui;oui;non;non
R0634;Imprim'Ricochet;sérigraphe;Luxembourg;non;petit;actif;2026-05-31;1;233;59;"entreprises ; clubs sportifs";oui;oui;non;non
R0635;Agence Ubac Orléans;agence;Orléans;non;moyen;actif;2026-05-29;3;649;88;"entreprises ; collectivités";oui;non;non;non
R0636;Séri'Deux Rives;sérigraphe;Avignon;oui;moyen;actif;2026-05-25;7;929;96;"clubs sportifs ; associations";oui;oui;non;non
R0637;Agence Ardoise;agence;Albi;non;petit;actif;2026-05-13;19;228;41;"collectivités ; associations";oui;non;non;non
R0638;Studio Ypréau Montpellier;sérigraphe;Montpellier;oui;moyen;dormant;2025-12-16;167;876;61;"associations ; festivals";oui;oui;non;non
R0639;Textiprint Lumière;imprimeur;Besançon;non;moyen;actif;2026-05-29;3;862;102;"brasseries et bars ; collectivités";oui;oui;oui;non
R0640;Print Indigo Genève;imprimeur;Genève;oui;grand;dormant;2025-10-02;242;1396;57;"festivals ; brasseries et bars";oui;oui;non;non
R0641;Studio Ardoise Nantes;agence;Nantes;non;petit;dormant;2025-09-07;267;216;15;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R0642;Séri'Éclat Annecy;sérigraphe;Annecy;oui;moyen;actif;2026-05-28;4;928;66;"associations ; festivals";oui;oui;non;non
R0643;Brod'Amarante Nantes;brodeur;Nantes;non;moyen;actif;2026-05-27;5;494;94;"associations ; entreprises";oui;non;non;non
R0644;Studio Zinc Perpignan;sérigraphe;Perpignan;non;petit;dormant;2025-09-21;253;340;17;"collectivités ; brasseries et bars";oui;oui;non;non
R0645;Séri'Quai;sérigraphe;Angers;non;petit;actif;2026-05-11;21;332;53;"associations ; festivals";oui;oui;non;non
R0646;Maison Cap Ouest Poitiers;brodeur;Poitiers;non;petit;dormant;2025-08-01;304;342;10;"collectivités ; festivals";oui;oui;non;non
R0647;Maison Tandem;brodeur;Annecy;oui;petit;dormant;2026-01-17;135;221;39;"clubs sportifs ; collectivités";oui;oui;non;non
R0648;Maison du Lac;brodeur;Albi;non;grand;dormant;2026-03-11;82;999;185;"clubs sportifs ; associations";oui;oui;non;oui
R0649;Sérigraphie Atlantique;sérigraphe;Bordeaux;non;petit;actif;2026-05-12;20;265;55;"festivals ; associations";oui;oui;non;non
R0650;Séri'Faubourg Nancy;sérigraphe;Nancy;non;petit;actif;2026-05-16;16;180;57;"entreprises ; associations";oui;non;non;non
R0651;Collectif Kaolin Quimper;agence;Quimper;non;petit;actif;2026-05-31;1;150;33;"collectivités ; associations";oui;non;non;non
R0652;Séri'Rhône Lausanne;sérigraphe;Lausanne;oui;petit;actif;2026-05-25;7;188;42;"entreprises ; brasseries et bars";oui;oui;non;non
R0653;Marquage Éclat;sérigraphe;Niort;non;petit;dormant;2025-12-24;159;322;17;"brasseries et bars ; associations";oui;oui;non;non
R0654;Point Horizon Poitiers;brodeur;Poitiers;non;moyen;dormant;2025-07-25;311;829;14;"clubs sportifs ; associations";oui;oui;non;non
R0655;Les Fils d'Ardoise Dijon;brodeur;Dijon;non;moyen;actif;2026-05-22;10;860;106;"collectivités ; clubs sportifs";oui;oui;oui;non
R0656;Imprim'Vauban Bayonne;sérigraphe;Bayonne;non;petit;dormant;2025-09-14;260;383;21;"festivals ; clubs sportifs";oui;oui;oui;non
R0657;Atelier Jonquille Annecy;sérigraphe;Annecy;oui;moyen;actif;2026-05-30;2;860;104;"brasseries et bars ; associations";oui;oui;non;non
R0658;Atelier Zinc Bruxelles;sérigraphe;Bruxelles;non;moyen;dormant;2025-08-18;287;642;22;"associations ; festivals";oui;oui;non;non
R0659;Atelier Vertigo Troyes;brodeur;Troyes;non;petit;actif;2026-05-17;15;186;36;"clubs sportifs ; collectivités";non;oui;non;non
R0660;Point Vauban;brodeur;Bordeaux;non;petit;dormant;2026-03-24;69;408;37;"associations ; festivals";oui;oui;non;non
R0661;Les Fils d'Boréal;brodeur;Annecy;oui;petit;actif;2026-05-28;4;223;50;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R0662;Les Fils d'Mistral;brodeur;Lille;non;petit;dormant;2025-09-18;256;180;20;"entreprises ; brasseries et bars";oui;oui;non;non
R0663;Les Fils d'Origami;brodeur;Bilbao;non;petit;dormant;2025-08-22;283;295;8;"clubs sportifs ; collectivités";oui;oui;non;non
R0664;Imprim'Rhône Montpellier;sérigraphe;Montpellier;oui;petit;actif;2026-05-25;7;397;56;"entreprises ; festivals";oui;oui;non;non
R0665;Agence Tramontane;agence;Marseille;oui;petit;dormant;2025-08-15;290;412;8;"clubs sportifs ; entreprises";oui;oui;non;non
R0666;Impression Hélice;imprimeur;Quimper;non;petit;actif;2026-05-26;6;451;44;"brasseries et bars ; festivals";oui;oui;non;non
R0667;Sérigraphie Estuaire Niort;sérigraphe;Niort;non;petit;dormant;2025-10-02;242;406;14;"associations ; entreprises";oui;non;non;non
R0668;Les Fils d'Origami Namur;brodeur;Namur;non;moyen;dormant;2025-11-27;186;604;55;"collectivités ; clubs sportifs";oui;oui;non;non
R0669;Broderie Mistral Valence;brodeur;Valence;oui;moyen;actif;2026-05-30;2;819;76;"collectivités ; entreprises";oui;non;non;non
R0670;Marquage Ypréau Béziers;sérigraphe;Béziers;non;petit;dormant;2025-10-04;240;295;11;"brasseries et bars ; festivals";oui;oui;non;non
R0671;Point Atlantique Béziers;brodeur;Béziers;non;petit;dormant;2025-07-08;328;250;4;"brasseries et bars ; associations";non;oui;non;non
R0672;Studio Faubourg Nîmes;sérigraphe;Nîmes;oui;grand;dormant;2025-12-10;173;1405;57;"brasseries et bars ; associations";oui;oui;non;oui
R0673;Studio Ubac Chambéry;sérigraphe;Chambéry;oui;petit;dormant;2025-11-25;188;219;29;"collectivités ; festivals";oui;oui;non;non
R0674;Marquage Basalte;sérigraphe;Angers;non;petit;actif;2026-05-31;1;356;55;"entreprises ; festivals";oui;oui;oui;non
R0675;Agence Alizé;agence;Strasbourg;non;petit;actif;2026-05-30;2;371;46;"clubs sportifs ; festivals";oui;oui;non;non
R0676;Agence Faubourg Mulhouse;agence;Mulhouse;non;moyen;actif;2026-05-31;1;604;109;"brasseries et bars ; associations";oui;oui;non;non
R0677;Séri'Zinc Avignon;sérigraphe;Avignon;oui;petit;actif;2026-05-22;10;215;60;"associations ; clubs sportifs";oui;oui;non;non
R0678;Broderie Basalte;brodeur;Bordeaux;non;petit;actif;2026-05-24;8;187;58;"clubs sportifs ; festivals";oui;oui;non;non
R0679;Studio Jonquille La Rochelle;sérigraphe;La Rochelle;non;petit;dormant;2025-07-16;320;350;3;"festivals ; clubs sportifs";non;oui;non;non
R0680;Print Pixel;imprimeur;Chambéry;oui;moyen;actif;2026-05-30;2;502;87;"associations ; brasseries et bars";oui;oui;non;non
R0681;Textiprint Cardinal Montpellier;imprimeur;Montpellier;oui;grand;dormant;2026-03-01;92;1071;157;"brasseries et bars ; clubs sportifs";oui;oui;non;oui
R0682;Point Nord;brodeur;Limoges;non;moyen;actif;2026-05-31;1;600;77;"clubs sportifs ; collectivités";oui;oui;non;non
R0683;Imprim'Garonne Perpignan;sérigraphe;Perpignan;non;petit;actif;2026-05-26;6;241;57;"clubs sportifs ; collectivités";oui;oui;non;non
R0684;Studio Trait d'Union Besançon;agence;Besançon;non;petit;actif;2026-05-28;4;207;34;"entreprises ; festivals";oui;oui;non;non
R0685;Collectif Calanque Valence;agence;Valence;oui;moyen;actif;2026-05-31;1;433;92;"entreprises ; festivals";oui;oui;non;non
R0686;Atelier Éclat Bordeaux;agence;Bordeaux;non;petit;actif;2026-05-28;4;268;47;"collectivités ; clubs sportifs";oui;oui;non;non
R0687;Imprim'Trait d'Union Niort;sérigraphe;Niort;non;moyen;dormant;2026-01-26;126;682;47;"festivals ; brasseries et bars";oui;oui;non;non
R0688;Agence Garonne Grenoble;agence;Grenoble;oui;petit;actif;2026-05-26;6;409;34;"associations ; festivals";oui;oui;non;non
R0689;Séri'du Lac Angers;sérigraphe;Angers;non;grand;actif;2026-05-30;2;1394;151;"brasseries et bars ; entreprises";oui;oui;non;oui
R0690;Studio Mistral Orléans;sérigraphe;Orléans;non;moyen;dormant;2026-01-07;145;465;50;"brasseries et bars ; entreprises";oui;oui;non;non
R0691;Marquage Cyan Angers;sérigraphe;Angers;non;petit;dormant;2025-11-04;209;343;25;"brasseries et bars ; festivals";oui;oui;non;non
R0692;Sérigraphie Basalte;sérigraphe;Montpellier;oui;petit;dormant;2025-10-10;234;285;19;"associations ; brasseries et bars";oui;oui;non;non
R0693;Broderie Rhône;brodeur;Bayonne;non;moyen;dormant;2025-07-21;315;748;19;"festivals ; associations";oui;oui;non;non
R0694;Marquage Atlantique Lille;sérigraphe;Lille;non;petit;actif;2026-05-29;3;247;56;"festivals ; collectivités";oui;oui;non;non
R0695;Point Amarante Lyon;brodeur;Lyon;oui;moyen;actif;2026-05-26;6;896;99;"entreprises ; festivals";oui;oui;non;non
R0696;Imprim'Nacre Liège;sérigraphe;Liège;non;grand;actif;2026-05-29;3;2049;169;"entreprises ; brasseries et bars";oui;oui;non;oui
R0697;Studio des Volcans;sérigraphe;Brest;non;grand;dormant;2026-02-12;109;2098;170;"associations ; brasseries et bars";oui;oui;non;oui
R0698;Broderie Cyan;brodeur;Milan;non;petit;actif;2026-05-21;11;288;46;"collectivités ; associations";oui;non;non;non
R0699;Marquage Pixel Brest;sérigraphe;Brest;non;grand;dormant;2026-01-16;136;2089;119;"collectivités ; entreprises";oui;non;non;non
R0700;Atelier Ricochet Namur;agence;Namur;non;moyen;actif;2026-05-31;1;462;116;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R0701;Print Éclat Montpellier;imprimeur;Montpellier;oui;petit;dormant;2025-12-25;158;166;30;"collectivités ; festivals";oui;oui;non;non
R0702;Atelier Zinc Caen;agence;Caen;non;moyen;dormant;2025-07-29;307;601;14;"festivals ; entreprises";oui;oui;non;non
R0703;Point Atlantique;brodeur;Orléans;non;petit;actif;2026-05-30;2;360;57;"entreprises ; clubs sportifs";oui;oui;non;non
R0704;Sérigraphie Vermeil;sérigraphe;Nîmes;oui;moyen;actif;2026-05-31;1;705;62;"brasseries et bars ; collectivités";oui;oui;non;non
R0705;Atelier Vermeil Genève;agence;Genève;oui;grand;dormant;2026-02-10;111;1652;156;"collectivités ; clubs sportifs";oui;oui;non;oui
R0706;Séri'Hélice Bordeaux;sérigraphe;Bordeaux;non;petit;actif;2026-05-27;5;269;58;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R0707;Imprim'Cap Ouest Rouen;sérigraphe;Rouen;non;petit;actif;2026-05-29;3;293;54;"entreprises ; brasseries et bars";oui;oui;non;non
R0708;Maison Kaolin La Rochelle;brodeur;La Rochelle;non;petit;dormant;2025-10-26;218;170;25;"collectivités ; festivals";oui;oui;non;non
R0709;Sérigraphie Cyan;sérigraphe;Liège;non;petit;dormant;2025-07-17;319;412;5;"festivals ; associations";non;oui;non;non
R0710;Maison Lumière;brodeur;Clermont-Ferrand;non;moyen;dormant;2026-02-19;102;693;46;"entreprises ; clubs sportifs";oui;oui;non;non
R0711;Atelier des Volcans Reims;sérigraphe;Reims;non;grand;dormant;2025-12-26;157;1434;117;"festivals ; entreprises";oui;oui;non;oui
R0712;Agence Sud;agence;Vannes;non;grand;dormant;2025-08-17;288;1778;29;"collectivités ; festivals";oui;oui;non;non
R0713;Imprimerie Éclat;imprimeur;Lille;non;petit;actif;2026-05-31;1;266;35;"brasseries et bars ; entreprises";oui;oui;oui;non
R0714;Atelier Origami Arras;brodeur;Arras;non;moyen;dormant;2025-11-29;184;494;43;"brasseries et bars ; collectivités";oui;oui;non;non
R0715;Brod'du Lac;brodeur;Albi;non;petit;actif;2026-05-20;12;370;38;"associations ; entreprises";oui;non;non;non
R0716;Imprimerie Calanque;imprimeur;Troyes;non;petit;actif;2026-05-23;9;322;42;"collectivités ; festivals";non;oui;non;non
R0717;Collectif Ubac;agence;Clermont-Ferrand;non;moyen;actif;2026-05-30;2;532;64;"clubs sportifs ; festivals";oui;oui;non;non
R0718;Agence Origami;agence;Bilbao;non;petit;dormant;2026-01-03;149;372;28;"associations ; clubs sportifs";oui;oui;non;non
R0719;Atelier Indigo Lille;sérigraphe;Lille;non;moyen;dormant;2025-10-18;226;792;43;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R0720;Broderie Basalte Bayonne;brodeur;Bayonne;non;moyen;actif;2026-05-31;1;903;85;"collectivités ; clubs sportifs";oui;oui;non;non
R0721;Imprimerie Boréal;imprimeur;Lausanne;oui;grand;dormant;2025-10-14;230;2055;73;"entreprises ; associations";oui;non;non;non
R0722;Sérigraphie Solstice;sérigraphe;Clermont-Ferrand;non;grand;actif;2026-05-29;3;2093;172;"brasseries et bars ; clubs sportifs";oui;oui;oui;non
R0723;Imprim'Atlantique;sérigraphe;Bordeaux;non;petit;actif;2026-05-07;25;300;53;"collectivités ; festivals";oui;oui;non;non
R0724;Sérigraphie Garonne;sérigraphe;Chambéry;oui;moyen;dormant;2025-10-21;223;760;47;"festivals ; clubs sportifs";oui;oui;non;non
R0725;Atelier Horizon;agence;Bayonne;non;petit;dormant;2026-01-02;150;361;20;"festivals ; associations";oui;oui;non;non
R0726;Collectif Pixel Nantes;agence;Nantes;non;moyen;actif;2026-05-31;1;515;98;"collectivités ; brasseries et bars";oui;oui;non;non
R0727;Agence Basalte;agence;Béziers;non;moyen;actif;2026-05-28;4;631;83;"clubs sportifs ; festivals";oui;oui;non;non
R0728;Sérigraphie Zénith;sérigraphe;Arras;non;moyen;actif;2026-05-30;2;640;81;"entreprises ; festivals";oui;oui;non;non
R0729;Agence Ardoise Caen;agence;Caen;non;petit;dormant;2026-03-04;89;393;36;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R0730;Imprim'Rhône;sérigraphe;Perpignan;non;moyen;dormant;2026-03-18;75;750;54;"brasseries et bars ; festivals";oui;oui;non;non
R0731;Maison Zénith;brodeur;Niort;non;moyen;actif;2026-05-26;6;488;60;"clubs sportifs ; festivals";oui;oui;non;non
R0732;Point Ardoise Annecy;brodeur;Annecy;oui;petit;dormant;2026-02-18;103;385;24;"collectivités ; entreprises";oui;non;non;non
R0733;Imprimerie Quai;imprimeur;Perpignan;non;petit;dormant;2025-07-08;328;321;9;"clubs sportifs ; collectivités";oui;oui;non;non
R0734;Marquage Calanque;sérigraphe;Pau;non;moyen;dormant;2026-03-08;85;825;53;"collectivités ; brasseries et bars";oui;oui;non;non
R0735;Collectif Jonquille Amiens;agence;Amiens;non;petit;dormant;2026-01-10;142;238;21;"associations ; brasseries et bars";oui;oui;oui;non
R0736;Atelier Deux Rives;agence;Lyon;oui;grand;dormant;2026-02-16;105;1466;135;"brasseries et bars ; festivals";oui;oui;non;oui
R0737;Les Fils d'Perspective;brodeur;Montpellier;oui;petit;actif;2026-05-08;24;386;59;"clubs sportifs ; entreprises";oui;oui;oui;non
R0738;Studio Hélice Bayonne;agence;Bayonne;non;petit;actif;2026-05-25;7;382;31;"festivals ; associations";non;oui;non;non
R0739;Studio Kaolin Turin;agence;Turin;oui;petit;actif;2026-05-14;18;193;57;"associations ; collectivités";oui;non;non;non
R0740;Studio Faubourg Montpellier;agence;Montpellier;oui;moyen;dormant;2026-03-10;83;825;74;"entreprises ; brasseries et bars";oui;oui;non;non
R0741;Agence Deux Rives La Rochelle;agence;La Rochelle;non;petit;actif;2026-05-06;26;191;37;"associations ; festivals";oui;oui;non;non
R0742;Marquage Nacre Avignon;sérigraphe;Avignon;oui;grand;actif;2026-05-27;5;1283;152;"brasseries et bars ; collectivités";oui;oui;oui;non
R0743;Sérigraphie du Lac;sérigraphe;Mulhouse;non;moyen;dormant;2026-02-23;98;799;62;"associations ; festivals";oui;oui;non;non
R0744;Brod'Cardinal Rouen;brodeur;Rouen;non;petit;actif;2026-04-22;40;389;31;"brasseries et bars ; associations";oui;oui;non;non
R0745;Sérigraphie Deux Rives;sérigraphe;Niort;non;moyen;dormant;2025-10-14;230;593;51;"associations ; festivals";oui;oui;non;non
R0746;Brod'Sarment;brodeur;Metz;non;petit;actif;2026-05-14;18;254;38;"associations ; festivals";oui;oui;non;non
R0747;Studio Vauban La Rochelle;agence;La Rochelle;non;moyen;dormant;2025-09-29;245;590;45;"collectivités ; clubs sportifs";oui;oui;non;non
R0748;Atelier Vertigo;brodeur;Lausanne;oui;moyen;dormant;2025-12-29;154;501;52;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R0749;Marquage Sud;sérigraphe;Saint-Étienne;oui;moyen;actif;2026-05-31;1;762;117;"entreprises ; collectivités";oui;non;non;non
R0750;Marquage Faubourg Bordeaux;sérigraphe;Bordeaux;non;petit;dormant;2025-09-15;259;222;15;"festivals ; entreprises";oui;oui;non;non
R0751;Agence Estuaire Milan;agence;Milan;non;petit;dormant;2025-11-30;183;398;26;"festivals ; clubs sportifs";oui;oui;oui;non
R0752;Imprim'Faubourg;sérigraphe;Saint-Étienne;oui;petit;actif;2026-05-30;2;380;56;"collectivités ; associations";oui;non;non;non
R0753;Sérigraphie Cardinal Caen;sérigraphe;Caen;non;petit;actif;2026-05-28;4;217;37;"festivals ; collectivités";oui;oui;non;non
R0754;Marquage Horizon Bruxelles;sérigraphe;Bruxelles;non;petit;actif;2026-05-27;5;173;59;"brasseries et bars ; entreprises";oui;oui;non;non
R0755;Brod'Grand Angle;brodeur;Lausanne;oui;petit;actif;2026-05-25;7;397;47;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R0756;Imprim'Éclat Angers;sérigraphe;Angers;non;petit;dormant;2025-08-14;291;225;9;"entreprises ; clubs sportifs";oui;oui;non;non
R0757;Atelier Ubac Besançon;sérigraphe;Besançon;non;petit;dormant;2025-10-24;220;302;13;"festivals ; clubs sportifs";oui;oui;non;non
R0758;Imprim'Zénith Milan;sérigraphe;Milan;non;moyen;actif;2026-05-30;2;747;110;"associations ; collectivités";oui;non;non;non
R0759;Textiprint Horizon;imprimeur;Toulouse;non;petit;dormant;2026-01-19;133;285;41;"associations ; festivals";oui;oui;non;non
R0760;Agence Ardoise Turin;agence;Turin;oui;petit;dormant;2025-09-12;262;295;12;"associations ; entreprises";non;non;non;non
R0761;Brod'Faubourg;brodeur;Pau;non;moyen;dormant;2026-01-17;135;446;61;"clubs sportifs ; entreprises";oui;oui;non;non
R0762;Collectif Zénith Reims;agence;Reims;non;moyen;dormant;2026-03-15;78;460;81;"festivals ; clubs sportifs";oui;oui;non;non
R0763;Séri'Grand Angle Valence;sérigraphe;Valence;oui;petit;dormant;2026-01-22;130;263;35;"collectivités ; entreprises";oui;non;non;non
R0764;Impression Boréal;imprimeur;Amiens;non;petit;actif;2026-05-28;4;182;40;"brasseries et bars ; collectivités";oui;oui;non;non
R0765;Atelier Tramontane Avignon;sérigraphe;Avignon;oui;petit;actif;2026-05-26;6;276;30;"associations ; clubs sportifs";oui;oui;non;non
